run_key,study,task,model,runtime_model_name,seed,data_seed_train,data_seed_validation,data_seed_test,train_length,eval_length,active_branches_train,active_branches_eval,train_samples,validation_samples,test_samples,valid_tokens_eval_mean,best_epoch,best_validation_loss,best_validation_accuracy,training_seconds,training_examples_per_second_last_epoch,training_tokens_per_second_last_epoch,parameter_count,checkpoint,eval_loss,eval_accuracy,eval_examples,runtime_inference_seconds_per_batch,runtime_inference_examples_per_second,runtime_inference_tokens_per_second,runtime_inference_batch_size,struct_bond_dimension,struct_effective_rank,struct_tree_depth,struct_active_branches,struct_cut_capacity_bits_proxy,struct_stream_state_scalars_proxy,struct_parameter_count,eval_levels_used,eval_effective_rank,eval_orthogonality,eval_branch_levels_used,eval_branch_effective_rank,eval_global_levels_used,eval_global_effective_rank,struct_router_search_scalars_proxy,eval_branch_orthogonality,eval_global_orthogonality,eval_router_router_entropy,eval_router_router_balance,eval_router_router_active_branches,eval_router_router_lag_entropy,eval_route_accuracy_aligned,eval_route_purity,eval_route_used_branches,struct_attention_score_scalars_proxy,eval_branch_rank_regularizer,eval_global_rank_regularizer
detail_disentangler__routed_mera_oracle__seed20281119,detail_disentangler,predictive_detail,routed_mera_oracle,routed_mera_oracle,20281119,20280823,20280835,22281112,32,64,8,8,2048,512,512,62.0,9,0.0362427833606489,0.9921875,15.55467007599998,1911.3369679273471,61162.78297367511,26947,checkpoints/detail_disentangler__routed_mera_oracle__seed20281119.pt,1.499137461185455,0.6640625,512.0,0.0136363976666492,4693.321620894492,300372.5837372475,64.0,16.0,16.0,6.0,8.0,32.0,768.0,26947.0,,,,6.0,16.0,3.0,16.0,0.0,0.0118067301809787,0.0096737891435623,,,,,,,,,,
detail_disentangler__routed_mera_oracle__seed20281119,detail_disentangler,predictive_detail,routed_mera_oracle,routed_mera_oracle,20281119,20280823,20280835,23281112,32,128,8,8,2048,512,512,128.0,9,0.0362427833606489,0.9921875,15.55467007599998,1911.3369679273471,61162.78297367511,26947,checkpoints/detail_disentangler__routed_mera_oracle__seed20281119.pt,1.4233940839767456,0.609375,512.0,0.0256062086666967,2499.3938319044446,319922.4104837689,64.0,16.0,16.0,7.0,8.0,32.0,896.0,26947.0,,,,7.0,16.0,3.0,16.0,0.0,0.0101200547069311,0.0096737891435623,,,,,,,,,,
detail_low_rank__routed_mera_oracle__seed20290919,detail_low_rank,predictive_detail,routed_mera_oracle,routed_mera_oracle,20290919,20290823,20290835,21290912,32,32,8,8,2048,512,512,32.0,14,0.0355855349916964,0.9921875,14.481951154999932,2622.513301962524,83920.42566280077,1843,checkpoints/detail_low_rank__routed_mera_oracle__seed20290919.pt,0.0675446223467588,0.98046875,512.0,0.0063804463333478,10030.646236376891,320980.6795640605,64.0,4.0,4.0,5.0,8.0,16.0,160.0,1843.0,,,,5.0,4.0,3.0,4.0,0.0,0.0221274364739656,0.0122621655464172,,,,,,,,,,
detail_low_rank__routed_mera_oracle__seed20290919,detail_low_rank,predictive_detail,routed_mera_oracle,routed_mera_oracle,20290919,20290823,20290835,22290912,32,64,8,8,2048,512,512,62.0,14,0.0355855349916964,0.9921875,14.481951154999932,2622.513301962524,83920.42566280077,1843,checkpoints/detail_low_rank__routed_mera_oracle__seed20290919.pt,1.971193552017212,0.53515625,512.0,0.0111499593333519,5739.931248768068,367355.5999211564,64.0,4.0,4.0,6.0,8.0,16.0,192.0,1843.0,,,,6.0,4.0,3.0,4.0,0.0,0.0184395294636487,0.0122621655464172,,,,,,,,,,
combined_stress__routed_mera_oracle__seed20311019,combined_stress,combined_language,routed_mera_oracle,routed_mera_oracle,20311019,20310823,20310835,21311012,64,64,8,8,1024,256,512,49.0,0,0.6809181869029999,0.578125,3.824831100999973,1394.0917547356476,89221.87230308144,26979,checkpoints/combined_stress__routed_mera_oracle__seed20311019.pt,0.7121851146221161,0.474609375,512.0,0.0138260033333305,4628.958814563157,296253.36413204204,64.0,16.0,16.0,6.0,8.0,32.0,768.0,26979.0,,,,6.0,16.0,3.0,16.0,0.0,0.0005147696356289,0.0003338887763675,,,,,,,,,,
combined_stress__routed_mera_oracle__seed20311019,combined_stress,combined_language,routed_mera_oracle,routed_mera_oracle,20311019,20310823,20310835,22311012,64,128,8,8,1024,256,512,49.0,0,0.6809181869029999,0.578125,3.824831100999973,1394.0917547356476,89221.87230308144,26979,checkpoints/combined_stress__routed_mera_oracle__seed20311019.pt,0.6950653493404388,0.53125,512.0,0.0253360926666725,2526.040650466463,323333.20325970725,64.0,16.0,16.0,7.0,8.0,32.0,896.0,26979.0,,,,7.0,16.0,3.0,16.0,0.0,0.0004412310954649,0.0003338887763675,,,,,,,,,,
interleaved_tournament__routed_ttn_learned__seed20261219,interleaved_tournament,interleaved_threads,routed_ttn_learned,routed_ttn_learned,20261219,20260823,20260835,21261212,32,32,8,8,2048,512,512,32.0,1,1.3624532520771029,0.30859375,6.713822826000069,2449.7452348686948,78391.84751579823,17349,checkpoints/interleaved_tournament__routed_ttn_learned__seed20261219.pt,1.3658349514007568,0.33203125,512.0,0.0071607526666639,8937.607955368247,286003.4545717839,64.0,16.0,16.0,5.0,8.0,32.0,640.0,17349.0,,,,5.0,16.0,3.0,16.0,4096.0,,,0.9521993100643158,0.0330040603876113,7.0,0.9994687139987946,0.2733154296875,0.2733154296875,8.0,,,
interleaved_tournament__routed_ttn_learned__seed20261219,interleaved_tournament,interleaved_threads,routed_ttn_learned,routed_ttn_learned,20261219,20260823,20260835,22261212,32,64,8,8,2048,512,512,64.0,1,1.3624532520771029,0.30859375,6.713822826000069,2449.7452348686948,78391.84751579823,17349,checkpoints/interleaved_tournament__routed_ttn_learned__seed20261219.pt,1.385322630405426,0.271484375,512.0,0.0102673913333243,6233.326258080606,398932.8805171588,64.0,16.0,16.0,6.0,8.0,32.0,768.0,17349.0,,,,6.0,16.0,3.0,16.0,8192.0,,,0.951163113117218,0.0391086973249912,7.0,0.999480128288269,0.274993896484375,0.274993896484375,8.0,,,
interleaved_tournament__routed_ttn_learned__seed20261219,interleaved_tournament,interleaved_threads,routed_ttn_learned,routed_ttn_learned,20261219,20260823,20260835,23261212,32,128,8,8,2048,512,512,128.0,1,1.3624532520771029,0.30859375,6.713822826000069,2449.7452348686948,78391.84751579823,17349,checkpoints/interleaved_tournament__routed_ttn_learned__seed20261219.pt,1.3908645510673523,0.24609375,512.0,0.0200521000000056,3191.685658857776,408535.7643337952,64.0,16.0,16.0,7.0,8.0,32.0,896.0,17349.0,,,,7.0,16.0,3.0,16.0,16384.0,,,0.9508717358112336,0.0442247726023197,7.0,0.999481737613678,0.274078369140625,0.27423095703125,8.0,,,
hierarchy_topology__routed_ttn_learned__seed20271119,hierarchy_topology,permuted_hierarchy,routed_ttn_learned,routed_ttn_learned,20271119,20270823,20270835,21271112,32,32,8,8,4096,1024,512,17.0,16,0.640925720334053,0.625,27.55251982100004,3206.497998254369,102607.9359441398,17259,checkpoints/hierarchy_topology__routed_ttn_learned__seed20271119.pt,0.6334971487522125,0.646484375,512.0,0.0081494223333417,7853.317374184514,251306.15597390445,64.0,16.0,16.0,5.0,8.0,32.0,640.0,17259.0,,,,5.0,16.0,3.0,16.0,4096.0,,,0.8959397673606873,0.0443999599665403,7.0,0.9862051606178284,0.290771484375,0.29638671875,7.0,,,
hierarchy_topology__routed_ttn_learned__seed20271119,hierarchy_topology,permuted_hierarchy,routed_ttn_learned,routed_ttn_learned,20271119,20270823,20270835,22271112,32,64,8,8,4096,1024,512,17.0,16,0.640925720334053,0.625,27.55251982100004,3206.497998254369,102607.9359441398,17259,checkpoints/hierarchy_topology__routed_ttn_learned__seed20271119.pt,0.634710967540741,0.626953125,512.0,0.0132998493333313,4812.084588026639,307973.4136337049,64.0,16.0,16.0,6.0,8.0,32.0,768.0,17259.0,,,,6.0,16.0,3.0,16.0,8192.0,,,0.8982616066932678,0.0418540146201849,7.0,0.986511528491974,0.2857666015625,0.2955322265625,7.0,,,
hierarchy_topology__routed_ttn_learned__seed20271119,hierarchy_topology,permuted_hierarchy,routed_ttn_learned,routed_ttn_learned,20271119,20270823,20270835,23271112,32,128,8,8,4096,1024,512,17.0,16,0.640925720334053,0.625,27.55251982100004,3206.497998254369,102607.9359441398,17259,checkpoints/hierarchy_topology__routed_ttn_learned__seed20271119.pt,0.6370742321014404,0.61328125,512.0,0.0239949443333292,2667.228525765043,341405.2512979255,64.0,16.0,16.0,7.0,8.0,32.0,896.0,17259.0,,,,7.0,16.0,3.0,16.0,16384.0,,,0.8980243802070618,0.0431929845362901,7.0,0.9864261746406556,0.2840576171875,0.2916259765625,7.0,,,
detail_disentangler__routed_ttn_learned__seed20281219,detail_disentangler,predictive_detail,routed_ttn_learned,routed_ttn_learned,20281219,20280823,20280835,21281212,32,32,8,8,2048,512,512,32.0,3,0.6968764513731003,0.490234375,9.71419481399994,2370.198613269419,75846.35562462141,17315,checkpoints/detail_disentangler__routed_ttn_learned__seed20281219.pt,0.6958114504814148,0.50390625,512.0,0.0067176056666842,9527.204062811472,304870.5300099671,64.0,16.0,16.0,5.0,8.0,32.0,640.0,17315.0,,,,5.0,16.0,3.0,16.0,4096.0,,,0.1938636749982834,0.0044759362936019,8.0,0.970833033323288,0.29541015625,0.2955322265625,8.0,,,
detail_disentangler__routed_ttn_learned__seed20281219,detail_disentangler,predictive_detail,routed_ttn_learned,routed_ttn_learned,20281219,20280823,20280835,22281212,32,64,8,8,2048,512,512,62.0,3,0.6968764513731003,0.490234375,9.71419481399994,2370.198613269419,75846.35562462141,17315,checkpoints/detail_disentangler__routed_ttn_learned__seed20281219.pt,0.6966113746166229,0.4921875,512.0,0.0114957913333455,5567.254845202072,356304.3100929326,64.0,16.0,16.0,6.0,8.0,32.0,768.0,17315.0,,,,6.0,16.0,3.0,16.0,8192.0,,,0.2006658539175987,0.0041810947004705,8.0,0.9704236090183258,0.2935042842741935,0.2946698588709677,8.0,,,
detail_disentangler__routed_ttn_learned__seed20281219,detail_disentangler,predictive_detail,routed_ttn_learned,routed_ttn_learned,20281219,20280823,20280835,23281212,32,128,8,8,2048,512,512,128.0,3,0.6968764513731003,0.490234375,9.71419481399994,2370.198613269419,75846.35562462141,17315,checkpoints/detail_disentangler__routed_ttn_learned__seed20281219.pt,0.6926001608371735,0.50390625,512.0,0.0189790410000038,3372.140878982613,431634.0325097744,64.0,16.0,16.0,7.0,8.0,32.0,896.0,17315.0,,,,7.0,16.0,3.0,16.0,16384.0,,,0.2042232602834701,0.0054979808628559,8.0,0.9700828492641448,0.2956390380859375,0.2956390380859375,8.0,,,
interleaved_tournament__routed_mera_learned__seed20261419,interleaved_tournament,interleaved_threads,routed_mera_learned,routed_mera_learned,20261419,20260823,20260835,21261412,32,32,8,8,2048,512,512,32.0,0,1.3542104661464691,0.337890625,8.002684244999955,1659.7411212952034,53111.71588144651,27589,checkpoints/interleaved_tournament__routed_mera_learned__seed20261419.pt,1.3576881289482117,0.3046875,512.0,0.0099899876666995,6406.4143155387865,205005.2580972412,64.0,16.0,16.0,5.0,8.0,32.0,640.0,27589.0,,,,5.0,16.0,3.0,16.0,4096.0,0.0014030246529728,0.0009390339255332,0.9625775516033171,0.0664119869470596,6.0,0.9996982514858246,0.31256103515625,0.31982421875,8.0,,,
interleaved_tournament__routed_mera_learned__seed20261419,interleaved_tournament,interleaved_threads,routed_mera_learned,routed_mera_learned,20261419,20260823,20260835,22261412,32,64,8,8,2048,512,512,64.0,0,1.3542104661464691,0.337890625,8.002684244999955,1659.7411212952034,53111.71588144651,27589,checkpoints/interleaved_tournament__routed_mera_learned__seed20261419.pt,1.3874056339263916,0.259765625,512.0,0.0157237910000276,4070.265243279279,260496.97556987384,64.0,16.0,16.0,6.0,8.0,32.0,768.0,27589.0,,,,6.0,16.0,3.0,16.0,8192.0,0.0011691871332004,0.0009390339255332,0.9609615802764891,0.0660081841051578,6.0,0.9996994137763976,0.31787109375,0.323974609375,8.0,,,
interleaved_tournament__routed_mera_learned__seed20261419,interleaved_tournament,interleaved_threads,routed_mera_learned,routed_mera_learned,20261419,20260823,20260835,23261412,32,128,8,8,2048,512,512,128.0,0,1.3542104661464691,0.337890625,8.002684244999955,1659.7411212952034,53111.71588144651,27589,checkpoints/interleaved_tournament__routed_mera_learned__seed20261419.pt,1.3911170959472656,0.26953125,512.0,0.0296621816666326,2157.629560741125,276176.583774864,64.0,16.0,16.0,7.0,8.0,32.0,896.0,27589.0,,,,7.0,16.0,3.0,16.0,16384.0,0.0010021604830399,0.0009390339255332,0.9603184759616852,0.0673761554062366,6.0,0.9997000992298126,0.3131103515625,0.3194122314453125,8.0,,,
detail_disentangler__routed_mera_learned__seed20281319,detail_disentangler,predictive_detail,routed_mera_learned,routed_mera_learned,20281319,20280823,20280835,21281312,32,32,8,8,2048,512,512,32.0,4,0.6943419575691223,0.501953125,14.135525260000009,1786.8626060629265,57179.60339401365,27555,checkpoints/detail_disentangler__routed_mera_learned__seed20281319.pt,0.6929802894592285,0.501953125,512.0,0.0136702176666858,4681.710383878317,149814.73228410614,64.0,16.0,16.0,5.0,8.0,32.0,640.0,27555.0,,,,5.0,16.0,3.0,16.0,4096.0,0.0015002009458839,0.0014178432757034,0.1556121483445167,0.0040954947471618,8.0,0.955616533756256,0.28314208984375,0.284912109375,8.0,,,
detail_disentangler__routed_mera_learned__seed20281319,detail_disentangler,predictive_detail,routed_mera_learned,routed_mera_learned,20281319,20280823,20280835,22281312,32,64,8,8,2048,512,512,62.0,4,0.6943419575691223,0.501953125,14.135525260000009,1786.8626060629265,57179.60339401365,27555,checkpoints/detail_disentangler__routed_mera_learned__seed20281319.pt,0.6926503479480743,0.5234375,512.0,0.0173099593333366,3697.2934925817335,236626.7835252309,64.0,16.0,16.0,6.0,8.0,32.0,768.0,27555.0,,,,6.0,16.0,3.0,16.0,8192.0,0.0012501674937084,0.0014178432757034,0.1606983095407486,0.0082428096793591,8.0,0.9551138281822203,0.2909211189516129,0.2934097782258064,8.0,,,
detail_disentangler__routed_mera_learned__seed20281319,detail_disentangler,predictive_detail,routed_mera_learned,routed_mera_learned,20281319,20280823,20280835,23281312,32,128,8,8,2048,512,512,128.0,4,0.6943419575691223,0.501953125,14.135525260000009,1786.8626060629265,57179.60339401365,27555,checkpoints/detail_disentangler__routed_mera_learned__seed20281319.pt,0.6918975710868835,0.525390625,512.0,0.0280692683333351,2280.073682005932,291849.4312967593,64.0,16.0,16.0,7.0,8.0,32.0,896.0,27555.0,,,,7.0,16.0,3.0,16.0,16384.0,0.0010715720709413,0.0014178432757034,0.1603152006864547,0.0123094087466597,8.0,0.9549837410449982,0.289581298828125,0.2906341552734375,8.0,,,
interleaved_tournament__gru__seed20261519,interleaved_tournament,interleaved_threads,gru,gru,20261519,20260823,20260835,21261512,32,32,8,8,2048,512,512,32.0,4,1.2921016812324524,0.373046875,3.142099059999964,6553.859239213342,209723.49565482693,8101,checkpoints/interleaved_tournament__gru__seed20261519.pt,1.2955248951911926,0.375,512.0,0.0017270096666758,37058.275489092506,1185864.8156509602,64.0,32.0,32.0,32.0,1.0,5.0,32.0,8101.0,,,,,,,,,,,,,,,,,,,,
interleaved_tournament__gru__seed20261519,interleaved_tournament,interleaved_threads,gru,gru,20261519,20260823,20260835,22261512,32,64,8,8,2048,512,512,64.0,4,1.2921016812324524,0.373046875,3.142099059999964,6553.859239213342,209723.49565482693,8101,checkpoints/interleaved_tournament__gru__seed20261519.pt,1.3318832516670227,0.390625,512.0,0.0029431250000016,21745.593544265088,1391717.9868329656,64.0,32.0,32.0,64.0,1.0,5.0,32.0,8101.0,,,,,,,,,,,,,,,,,,,,
interleaved_tournament__gru__seed20261519,interleaved_tournament,interleaved_threads,gru,gru,20261519,20260823,20260835,23261512,32,128,8,8,2048,512,512,128.0,4,1.2921016812324524,0.373046875,3.142099059999964,6553.859239213342,209723.49565482693,8101,checkpoints/interleaved_tournament__gru__seed20261519.pt,1.3585116863250732,0.353515625,512.0,0.0041997826666981,15238.883789745518,1950577.1250874265,64.0,32.0,32.0,128.0,1.0,5.0,32.0,8101.0,,,,,,,,,,,,,,,,,,,,
hierarchy_topology__gru__seed20271219,hierarchy_topology,permuted_hierarchy,gru,gru,20271219,20270823,20270835,21271212,32,32,8,8,4096,1024,512,17.0,20,0.5697914883494377,0.7041015625,7.990191998,11105.618734337237,355379.7994987915,7971,checkpoints/hierarchy_topology__gru__seed20271219.pt,0.6111854016780853,0.662109375,512.0,0.0018751403333302,34130.77883420984,1092184.9226947147,64.0,32.0,32.0,32.0,1.0,5.0,32.0,7971.0,,,,,,,,,,,,,,,,,,,,
hierarchy_topology__gru__seed20271219,hierarchy_topology,permuted_hierarchy,gru,gru,20271219,20270823,20270835,22271212,32,64,8,8,4096,1024,512,17.0,20,0.5697914883494377,0.7041015625,7.990191998,11105.618734337237,355379.7994987915,7971,checkpoints/hierarchy_topology__gru__seed20271219.pt,0.6050127446651459,0.6640625,512.0,0.0033388279999826,19168.4028049162,1226777.7795146368,64.0,32.0,32.0,64.0,1.0,5.0,32.0,7971.0,,,,,,,,,,,,,,,,,,,,
hierarchy_topology__gru__seed20271219,hierarchy_topology,permuted_hierarchy,gru,gru,20271219,20270823,20270835,23271212,32,128,8,8,4096,1024,512,17.0,20,0.5697914883494377,0.7041015625,7.990191998,11105.618734337237,355379.7994987915,7971,checkpoints/hierarchy_topology__gru__seed20271219.pt,0.5837360620498657,0.68359375,512.0,0.0064259510000207,9959.615316050964,1274830.7604545234,64.0,32.0,32.0,128.0,1.0,5.0,32.0,7971.0,,,,,,,,,,,,,,,,,,,,
detail_disentangler__gru__seed20281419,detail_disentangler,predictive_detail,gru,gru,20281419,20280823,20280835,21281412,32,32,8,8,2048,512,512,32.0,9,0.6675622314214706,0.583984375,4.774752616000001,8157.289428316556,261033.2617061298,8035,checkpoints/detail_disentangler__gru__seed20281419.pt,0.6774459183216095,0.587890625,512.0,0.0017790306666635,35974.64686768299,1151188.6997658557,64.0,32.0,32.0,32.0,1.0,5.0,32.0,8035.0,,,,,,,,,,,,,,,,,,,,
detail_disentangler__gru__seed20281419,detail_disentangler,predictive_detail,gru,gru,20281419,20280823,20280835,22281412,32,64,8,8,2048,512,512,62.0,9,0.6675622314214706,0.583984375,4.774752616000001,8157.289428316556,261033.2617061298,8035,checkpoints/detail_disentangler__gru__seed20281419.pt,0.6652732491493225,0.57421875,512.0,0.0030936893333167,20687.27435258852,1323985.5585656653,64.0,32.0,32.0,64.0,1.0,5.0,32.0,8035.0,,,,,,,,,,,,,,,,,,,,
detail_disentangler__gru__seed20281419,detail_disentangler,predictive_detail,gru,gru,20281419,20280823,20280835,23281412,32,128,8,8,2048,512,512,128.0,9,0.6675622314214706,0.583984375,4.774752616000001,8157.289428316556,261033.2617061298,8035,checkpoints/detail_disentangler__gru__seed20281419.pt,0.6856159567832947,0.599609375,512.0,0.0071209496666521,8987.565282158363,1150408.3561162704,64.0,32.0,32.0,128.0,1.0,5.0,32.0,8035.0,,,,,,,,,,,,,,,,,,,,
combined_stress__gru__seed20311119,combined_stress,combined_language,gru,gru,20311119,20310823,20310835,21311112,64,64,8,8,1024,256,512,49.0,0,0.6814632415771484,0.578125,1.2188680140000088,4108.673993798878,262955.1356031282,8099,checkpoints/combined_stress__gru__seed20311119.pt,0.7106000781059265,0.494140625,512.0,0.0030302850000225,21120.12566459048,1351688.0425337905,64.0,32.0,32.0,64.0,1.0,5.0,32.0,8099.0,,,,,,,,,,,,,,,,,,,,
combined_stress__gru__seed20311119,combined_stress,combined_language,gru,gru,20311119,20310823,20310835,22311112,64,128,8,8,1024,256,512,49.0,0,0.6814632415771484,0.578125,1.2188680140000088,4108.673993798878,262955.1356031282,8099,checkpoints/combined_stress__gru__seed20311119.pt,0.7095483839511871,0.494140625,512.0,0.0056006446666666,11427.255933751385,1462688.7595201773,64.0,32.0,32.0,128.0,1.0,5.0,32.0,8099.0,,,,,,,,,,,,,,,,,,,,
interleaved_tournament__transformer__seed20261619,interleaved_tournament,interleaved_threads,transformer,transformer,20261619,20260823,20260835,21261612,32,32,8,8,2048,512,512,32.0,6,1.3007262349128723,0.361328125,6.88008139100009,4076.656055033314,130452.99376106609,23013,checkpoints/interleaved_tournament__transformer__seed20261619.pt,1.2692702412605286,0.392578125,512.0,0.0038830856666436,16481.73784827124,527415.6111446797,64.0,32.0,32.0,2.0,4.0,,4096.0,23013.0,,,,,,,,,,,,,,,,,,8192.0,,
interleaved_tournament__transformer__seed20261619,interleaved_tournament,interleaved_threads,transformer,transformer,20261619,20260823,20260835,22261612,32,64,8,8,2048,512,512,64.0,6,1.3007262349128723,0.361328125,6.88008139100009,4076.656055033314,130452.99376106609,23013,checkpoints/interleaved_tournament__transformer__seed20261619.pt,1.4447673559188845,0.255859375,512.0,0.0070567809999981,9069.290941580472,580434.6202611502,64.0,32.0,32.0,2.0,4.0,,8192.0,23013.0,,,,,,,,,,,,,,,,,,32768.0,,
interleaved_tournament__transformer__seed20261619,interleaved_tournament,interleaved_threads,transformer,transformer,20261619,20260823,20260835,23261612,32,128,8,8,2048,512,512,128.0,6,1.3007262349128723,0.361328125,6.88008139100009,4076.656055033314,130452.99376106609,23013,checkpoints/interleaved_tournament__transformer__seed20261619.pt,1.4529805183410645,0.275390625,512.0,0.0392823299999918,1629.2312599586974,208541.6012747133,64.0,32.0,32.0,2.0,4.0,,16384.0,23013.0,,,,,,,,,,,,,,,,,,131072.0,,
hierarchy_topology__transformer__seed20271319,hierarchy_topology,permuted_hierarchy,transformer,transformer,20271319,20270823,20270835,21271312,32,32,8,8,4096,1024,512,17.0,13,0.5565615631639957,0.6943359375,17.29196959300009,4926.420873352549,157645.46794728158,22883,checkpoints/hierarchy_topology__transformer__seed20271319.pt,0.5900891423225403,0.66015625,512.0,0.0039243936666556,16308.251780087388,521864.0569627964,64.0,32.0,32.0,2.0,4.0,,4096.0,22883.0,,,,,,,,,,,,,,,,,,8192.0,,
hierarchy_topology__transformer__seed20271319,hierarchy_topology,permuted_hierarchy,transformer,transformer,20271319,20270823,20270835,22271312,32,64,8,8,4096,1024,512,17.0,13,0.5565615631639957,0.6943359375,17.29196959300009,4926.420873352549,157645.46794728158,22883,checkpoints/hierarchy_topology__transformer__seed20271319.pt,0.5661256313323975,0.6796875,512.0,0.0071913180000062,8899.620347750553,569575.7022560354,64.0,32.0,32.0,2.0,4.0,,8192.0,22883.0,,,,,,,,,,,,,,,,,,32768.0,,
hierarchy_topology__transformer__seed20271319,hierarchy_topology,permuted_hierarchy,transformer,transformer,20271319,20270823,20270835,23271312,32,128,8,8,4096,1024,512,17.0,13,0.5565615631639957,0.6943359375,17.29196959300009,4926.420873352549,157645.46794728158,22883,checkpoints/hierarchy_topology__transformer__seed20271319.pt,0.5556067526340485,0.673828125,512.0,0.0259336696666802,2467.834318188592,315882.7927281398,64.0,32.0,32.0,2.0,4.0,,16384.0,22883.0,,,,,,,,,,,,,,,,,,131072.0,,
detail_disentangler__transformer__seed20281519,detail_disentangler,predictive_detail,transformer,transformer,20281519,20280823,20280835,21281512,32,32,8,8,2048,512,512,32.0,0,0.6938439756631851,0.515625,4.266892993999932,3805.706153905465,121782.59692497487,22947,checkpoints/detail_disentangler__transformer__seed20281519.pt,0.695643424987793,0.482421875,512.0,0.0044699766666932,14317.748116422448,458167.9397255184,64.0,32.0,32.0,2.0,4.0,,4096.0,22947.0,,,,,,,,,,,,,,,,,,8192.0,,
detail_disentangler__transformer__seed20281519,detail_disentangler,predictive_detail,transformer,transformer,20281519,20280823,20280835,22281512,32,64,8,8,2048,512,512,62.0,0,0.6938439756631851,0.515625,4.266892993999932,3805.706153905465,121782.59692497487,22947,checkpoints/detail_disentangler__transformer__seed20281519.pt,0.6939586997032166,0.4921875,512.0,0.0068871113333367,9292.720402269464,594734.1057452457,64.0,32.0,32.0,2.0,4.0,,8192.0,22947.0,,,,,,,,,,,,,,,,,,32768.0,,
detail_disentangler__transformer__seed20281519,detail_disentangler,predictive_detail,transformer,transformer,20281519,20280823,20280835,23281512,32,128,8,8,2048,512,512,128.0,0,0.6938439756631851,0.515625,4.266892993999932,3805.706153905465,121782.59692497487,22947,checkpoints/detail_disentangler__transformer__seed20281519.pt,0.6965758204460144,0.494140625,512.0,0.0296659806666639,2157.3532565507835,276141.2168385003,64.0,32.0,32.0,2.0,4.0,,16384.0,22947.0,,,,,,,,,,,,,,,,,,131072.0,,
combined_stress__transformer__seed20311219,combined_stress,combined_language,transformer,transformer,20311219,20310823,20310835,21311212,64,64,8,8,1024,256,512,49.0,2,0.6809673309326172,0.578125,3.161257259000081,2355.607099080906,150758.854341178,23011,checkpoints/combined_stress__transformer__seed20311219.pt,0.7009458243846893,0.5078125,512.0,0.004753092000025,13464.919256699051,861754.8324287393,64.0,32.0,32.0,2.0,4.0,,8192.0,23011.0,,,,,,,,,,,,,,,,,,32768.0,,
combined_stress__transformer__seed20311219,combined_stress,combined_language,transformer,transformer,20311219,20310823,20310835,22311212,64,128,8,8,1024,256,512,49.0,2,0.6809673309326172,0.578125,3.161257259000081,2355.607099080906,150758.854341178,23011,checkpoints/combined_stress__transformer__seed20311219.pt,0.6971176266670227,0.521484375,512.0,0.0272004669999811,2352.9007792419266,301171.2997429666,64.0,32.0,32.0,2.0,4.0,,16384.0,23011.0,,,,,,,,,,,,,,,,,,131072.0,,
adaptive_rank__routed_ttn_oracle_adaptive__seed20300819,adaptive_rank,predictive_detail,routed_ttn_oracle_adaptive,routed_ttn_oracle_adaptive,20300819,20300823,20300835,21300812,32,32,8,8,2048,512,512,32.0,17,0.0002380272126174,1.0,15.032385707000005,2849.420026501717,91181.44084805496,16867,checkpoints/adaptive_rank__routed_ttn_oracle_adaptive__seed20300819.pt,0.0001415404767612,1.0,512.0,0.0069556803333246,9201.112893784928,294435.6126011177,64.0,16.0,15.995939826965332,5.0,8.0,31.99707083257919,639.8375930786133,16867.0,,,,5.0,15.998356819152832,3.0,15.98920440673828,0.0,,,,,,,,,,,0.9084411859512328,0.8942861557006836
adaptive_rank__routed_ttn_oracle_adaptive__seed20300819,adaptive_rank,predictive_detail,routed_ttn_oracle_adaptive,routed_ttn_oracle_adaptive,20300819,20300823,20300835,22300812,32,64,8,8,2048,512,512,62.0,17,0.0002380272126174,1.0,15.032385707000005,2849.420026501717,91181.44084805496,16867,checkpoints/adaptive_rank__routed_ttn_oracle_adaptive__seed20300819.pt,2.0771807432174683,0.70703125,512.0,0.0102467539999982,6245.880402712003,399736.3457735682,64.0,16.0,15.995939826965332,6.0,8.0,31.99707083257919,767.8051116943359,16867.0,,,,6.0,15.99863052368164,3.0,15.98920440673828,0.0,,,,,,,,,,,0.9110578894615172,0.8942861557006836
detail_low_rank__routed_ttn_oracle_widecore__seed20291019,detail_low_rank,predictive_detail,routed_ttn_oracle_widecore,routed_ttn_oracle,20291019,20290823,20290835,21291012,32,32,8,8,2048,512,512,32.0,3,0.6844844669103622,0.541015625,6.654206920999968,3388.8281241220625,108442.499971906,1803,checkpoints/detail_low_rank__routed_ttn_oracle_widecore__seed20291019.pt,0.683394581079483,0.53125,512.0,0.0044765463333078,14296.735750014794,457495.5440004734,64.0,4.0,4.0,5.0,8.0,16.0,160.0,1803.0,,,,5.0,4.0,3.0,4.0,0.0,,,,,,,,,,,,
