variant,seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,loss_mean,parameters
mera_chi4_rank4,3,0.50390625,0.029636700987292028,0.4853515625,0.5380859375,0.6963372578223547,1843
ttn_chi4_rank4,3,0.4993489583333333,0.021425107645708766,0.482421875,0.5234375,0.7018836985031763,1203
ttn_chi4_rank9,3,0.5143229166666666,0.017587164920885554,0.494140625,0.5263671875,0.7003526290257772,1803
